#Software: Microsoft Internet Information Services 8.0
#Version: 1.0
#Date: 2017-07-03 04:28:45
#Fields: date time s-sitename s-computername s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) cs-host sc-status sc-substatus sc-win32-status sc-bytes cs-bytes time-taken
2017-07-03 04:28:45 W3SVC368 SAFFRON 143.95.251.86 GET /robots.txt - 80 - 46.229.164.100 Mozilla/5.0+(compatible;+SemrushBot/1.2~bl;++http://www.semrush.com/bot.html) - www.patang.in 404 0 2 128 203 140
2017-07-03 17:55:17 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/fonts/glyphicons-halflings-regular.ttf - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/css/site.min.css patang.in 404 0 2 1382 443 296
2017-07-03 17:57:10 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/ - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 200 0 0 1064 434 312
2017-07-03 17:57:11 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-route.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 3378 386 296
2017-07-03 17:57:11 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/css/site.min.css - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 28205 394 609
2017-07-03 17:57:11 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/bootstrap.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 13330 382 578
2017-07-03 17:57:11 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-sanitize.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 4011 389 296
2017-07-03 17:57:11 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-animate.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 11650 388 593
2017-07-03 17:57:11 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/app.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 1222 376 312
2017-07-03 17:57:12 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/jquery-1.10.2.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 42501 386 1140
2017-07-03 17:57:12 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/ui-bootstrap-tpls-2.5.0.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 42470 396 906
2017-07-03 17:57:12 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular.min.js - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 74170 380 1437
2017-07-03 17:57:12 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/app/modules/save/views/save.html - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 http://patang.in/PlumsailTest/ patang.in 200 0 0 1668 425 281
2017-07-03 17:57:12 W3SVC368 SAFFRON 143.95.251.86 GET /PlumsailTest/js/angular-route.min.js.map - 80 - 45.126.144.81 Mozilla/5.0+(Windows+NT+10.0;+Win64;+x64)+AppleWebKit/537.36+(KHTML,+like+Gecko)+Chrome/59.0.3071.115+Safari/537.36 - patang.in 404 0 2 1382 318 281
